Date,Text,Car
2020-11-17,range and performance and lack of features makes this vehicle really awfully pathetic to say the least total crap tesla and or nio is much better than this garbage just drive it into a river,Peugeot e2008
2020-11-17,aptera 40kw battery 400 mile range 100kw battery 1000 mile range not legacy,Peugeot e2008
2020-11-17,i do 120 miles on 20kwh in my e fiat for which i paid eur 7500 used french cars are as always financialy unviable,Peugeot e2008
2020-11-17,"my citroen c3 picasso diesel isnt
its excellent in every respect  and much more practical and much cheaper to own than anything reviewed here
ok  i know its destroying the planet but",Peugeot e2008
2020-11-18,andymccabe6712 french spare parts are diproportionately expensive not that my kangoo wasnt reliable but after a certain age when you start needing bits and pieces youll discover they cost at least 3 times as much as for other cars my neighbours had a picasso and he got 52 us mpg on holliday trips which is amazing in such a big car,Peugeot e2008
2020-11-17,the e208 is a little disappointing real world range wise really like it otherwise but the e 2008 with the bigger frontal area is bound to be even less efficient the zoe is built ground up as an ev but i still prefer the e 208 and i tend to think the end result is the most important thing rather than the design ethos i agree that price wise they seem to be overpriced best to wait and buy one a couple of years old i think,Peugeot e2008
2020-11-17,why you compere the peugeot e2008 with the tesla you can buy a peugeot e2008 40000 euro while to buy the cheapest tesla is over 112000 euro,Peugeot e2008
2020-11-17,"i normally multiple kwh x 4 for my style of driving  if im driving like a petrol head i multiple kwh x 2  it doesnt work when you look at the heavier bricks out there

btw i love the override button when charging ive been caught out with my leaf 2020 plugin to 50kw charger no worries plug into 7kw and i need to force it thru the app",Peugeot e2008
2020-11-17,at the peugeot prelaunch event i said to the rep that all evs not just the top trim should have a reversing camera because pedestrians wont know they are about to move back every ev on sale today should have a cable storage area under the bonnet not a quaint handbag taking up luggage space,Peugeot e2008
2020-11-17,he said he usually stored the cable under the boot floor panel,Peugeot e2008
2020-11-18,do they come standard with pedestrian emergency stop front and back if so the camera would just be an extra nice thing to have but not absolutely necessary,Peugeot e2008
2023-01-20,theres a great hidden storage area under the shelf in the boot,Peugeot e2008
2020-11-17,where is the intro to this video shot beautiful countryside,Peugeot e2008
2020-11-17,i think something is wrong with your car i have a peugeot e2008 gt and when i charge it to full it gives me 312 km,Peugeot e2008
2020-11-17,"they could make a peugeot e108
but they dont",Peugeot e2008
2020-11-17,they will eventually they just start for those cars that are best sellers around europe,Peugeot e2008
2020-11-17,aaronstarklinux its actually a lot more complicated than that the profit to be gained by selling electric cars in higher segments is about as much as the profit to be gained from selling cheaper electric cars the problem is that the investment required to get that profit is a lot bigger for cheaper cars so they purposely go for the the fat juicy sedans and suvs even though theyd make the same amount if they didnt,Peugeot e2008
2020-11-17,peugeots are generally made of plastic and disappointment not for me,Peugeot e2008
2020-11-17,my peugeot expert has been going for 21 years now  its great only one door handle broke due to being plastic,Peugeot e2008
2020-11-17,if the onboard computer has the ability to have different driver profiles if you create a new one then it will do all the driving calculations differently from a fresh start or at least it should if the programmers did their job because in the world of shared cars in a family who use different driver profiles the ability to check if the 20 year old son has been thrashing the car and ruining the economy statistics and so needs to be putting more towards the maintenance is quite essential otherwise the different driver profile option is pointless,Peugeot e2008
2020-11-17,nice  but why hold on to the grill  hey henry you want me to put a couple of saddles in that model t,Peugeot e2008
2020-11-17,the best thing with the the world going electric is the decline in caravans on the road,Peugeot e2008
2020-11-17,yes i agree no more caravans until i buy one ,Peugeot e2008
